family,suite,gym_id,task_class,task_name,language_instruction,instruction_is_templated,description,source_file
RoboCasa,single_stage,Robocasa-Task-CloseOven,CloseOven,CloseOven,{self.behavior.capitalize()} the {self.fxtr.nat_lang} {door_name},yes,,lightwheel_robocasa_tasks/single_stage/kitchen_doors.py
RoboCasa,single_stage,Robocasa-Task-CloseStandMixerHead,CloseStandMixerHead,CloseStandMixerHead,Close the stand mixer head.,no,,lightwheel_robocasa_tasks/single_stage/kitchen_stand_mixer.py
RoboCasa,single_stage,Robocasa-Task-CloseToasterOvenDoor,CloseToasterOvenDoor,CloseToasterOvenDoor,Close the toaster oven door.,no,Class encapsulating the atomic toaster oven door tasks.,lightwheel_robocasa_tasks/single_stage/kitchen_doors.py
RoboCasa,single_stage,Robocasa-Task-CoffeeServeMug,CoffeeServeMug,CoffeeServeMug,Pick the {obj_lang} from the counter and place it under the coffee machine dispenser.,yes,Class encapsulating the coffee serve task. Pick the mug from under the coffee machine dispenser and place it on the counter.,lightwheel_robocasa_tasks/single_stage/kitchen_coffee.py
RoboCasa,single_stage,Robocasa-Task-CoffeeSetupMug,CoffeeSetupMug,CoffeeSetupMug,Pick the {obj_lang} from the counter and place it under the coffee machine dispenser.,yes,Class encapsulating the coffee setup task. Pick the mug from the counter and place it under the coffee machine dispenser.,lightwheel_robocasa_tasks/single_stage/kitchen_coffee.py
RoboCasa,single_stage,Robocasa-Task-CoffeeSetupMug-Mimic,CoffeeSetupMugMimic,CoffeeSetupMug-Mimic,Pick the {obj_lang} from the counter and place it under the coffee machine dispenser.,yes,,lightwheel_robocasa_tasks/single_stage/kitchen_coffee.py
RoboCasa,single_stage,Robocasa-Task-LiftObj,LiftObj,LiftObj,,no,Class encapsulating the atomic pick and place tasks.,lightwheel_robocasa_tasks/single_stage/lift_obj.py
RoboCasa,single_stage,Robocasa-Task-NavigateKitchen,NavigateKitchen,NavigateKitchen,Navigate to the {self.target_fixture.nat_lang}.,yes,Class encapsulating the atomic navigate kitchen tasks. Involves navigating the robot to a target fixture.,lightwheel_robocasa_tasks/single_stage/kitchen_navigate.py
RoboCasa,single_stage,Robocasa-Task-OpenCabinet,OpenCabinet,OpenCabinet,{self.behavior.capitalize()} the {self.fxtr.nat_lang} {door_name},yes,,lightwheel_robocasa_tasks/single_stage/kitchen_doors.py
RoboCasa,single_stage,Robocasa-Task-OpenDishwasher,OpenDishwasher,OpenDishwasher,{self.behavior.capitalize()} the {self.fxtr.nat_lang} {door_name},yes,,lightwheel_robocasa_tasks/single_stage/kitchen_doors.py
RoboCasa,single_stage,Robocasa-Task-OpenDrawer,OpenDrawer,OpenDrawer,{self.behavior.capitalize()} the {self.drawer_side} drawer.,yes,Class encapsulating the atomic open drawer task.,lightwheel_robocasa_tasks/single_stage/kitchen_drawer.py
RoboCasa,single_stage,Robocasa-Task-OpenElectricKettleLid,OpenElectricKettleLid,OpenElectricKettleLid,Press the button to open the lid of the electric kettle.,no,,lightwheel_robocasa_tasks/single_stage/kitchen_electric_kettle.py
RoboCasa,single_stage,Robocasa-Task-OpenFridge,OpenFridge,OpenFridge,{self.behavior.capitalize()} the {self.fxtr.nat_lang} {door_name},yes,,lightwheel_robocasa_tasks/single_stage/kitchen_doors.py
RoboCasa,single_stage,Robocasa-Task-OpenMicrowave,OpenMicrowave,OpenMicrowave,{self.behavior.capitalize()} the {self.fxtr.nat_lang} {door_name},yes,,lightwheel_robocasa_tasks/single_stage/kitchen_doors.py
RoboCasa,single_stage,Robocasa-Task-OpenOven,OpenOven,OpenOven,{self.behavior.capitalize()} the {self.fxtr.nat_lang} {door_name},yes,,lightwheel_robocasa_tasks/single_stage/kitchen_doors.py
RoboCasa,single_stage,Robocasa-Task-OpenStandMixerHead,OpenStandMixerHead,OpenStandMixerHead,Open the stand mixer head.,no,,lightwheel_robocasa_tasks/single_stage/kitchen_stand_mixer.py
RoboCasa,single_stage,Robocasa-Task-OpenToasterOvenDoor,OpenToasterOvenDoor,OpenToasterOvenDoor,Open the toaster oven door.,no,Class encapsulating the atomic toaster oven door tasks.,lightwheel_robocasa_tasks/single_stage/kitchen_doors.py
RoboCasa,single_stage,Robocasa-Task-PnPCabinetToCounter,PnPCabinetToCounter,PnPCabinetToCounter,Pick the {obj_lang} from the cabinet and place it on the counter.,yes,Class encapsulating the atomic cabinet to counter pick and place task,lightwheel_robocasa_tasks/single_stage/kitchen_pnp.py
RoboCasa,single_stage,Robocasa-Task-PnPCounterToCabinet,PnPCounterToCabinet,PnPCounterToCabinet,Pick the {obj_lang} from the counter and place it in the cabinet.,yes,Class encapsulating the atomic counter to cabinet pick and place task,lightwheel_robocasa_tasks/single_stage/kitchen_pnp.py
RoboCasa,single_stage,Robocasa-Task-PnPCounterToMicrowave,PnPCounterToMicrowave,PnPCounterToMicrowave,Pick the {obj_lang} from the counter and place it in the microwave.,yes,Class encapsulating the atomic counter to microwave pick and place task,lightwheel_robocasa_tasks/single_stage/kitchen_pnp.py
RoboCasa,single_stage,Robocasa-Task-PnPCounterToOven,PnPCounterToOven,PnPCounterToOven,Place the {obj_lang} on the {rack_pos} rack of the oven.,yes,Class encapsulating the counter to oven pick and place atomic task,lightwheel_robocasa_tasks/single_stage/kitchen_pnp.py
RoboCasa,single_stage,Robocasa-Task-PnPCounterToSink,PnPCounterToSink,PnPCounterToSink,pick the {obj_lang} from the counter and place it in the sink,yes,Class encapsulating the atomic counter to sink pick and place task,lightwheel_robocasa_tasks/single_stage/kitchen_pnp.py
RoboCasa,single_stage,Robocasa-Task-PnPCounterToStandMixer,PnPCounterToStandMixer,PnPCounterToStandMixer,Place the {obj_lang} in the stand mixer bowl.,yes,Class encapsulating the task of placing food items in the stand mixer bowl.,lightwheel_robocasa_tasks/single_stage/kitchen_pnp.py
RoboCasa,single_stage,Robocasa-Task-PnPCounterToStove,PnPCounterToStove,PnPCounterToStove,Pick the {obj_lang} from the plate and place it in the {cont_lang}.,yes,Class encapsulating the atomic counter to stove pick and place task,lightwheel_robocasa_tasks/single_stage/kitchen_pnp.py
RoboCasa,single_stage,Robocasa-Task-PnPCounterToToasterOven,PnPCounterToToasterOven,PnPCounterToToasterOven,Place the {obj_lang} on the {rack_pos} {receptacle_type} of the toaster oven.,yes,Class encapsulating the counter to toaster oven pick and place atomic task,lightwheel_robocasa_tasks/single_stage/kitchen_pnp.py
RoboCasa,single_stage,Robocasa-Task-PnPMicrowaveToCounter,PnPMicrowaveToCounter,PnPMicrowaveToCounter,Pick the {obj_lang} from the microwave and place it on {cont_lang} located on the counter.,yes,Class encapsulating the atomic microwave to counter pick and place task,lightwheel_robocasa_tasks/single_stage/kitchen_pnp.py
RoboCasa,single_stage,Robocasa-Task-PnPOvenToCounter,PnPOvenToCounter,PnPOvenToCounter,Pick the {obj_lang} from the {rack_pos} rack in the oven and place it on the plate on the counter.,yes,Class encapsulating the oven to counter pick and place atomic task,lightwheel_robocasa_tasks/single_stage/kitchen_pnp.py
RoboCasa,single_stage,Robocasa-Task-PnPSinkToCounter,PnPSinkToCounter,PnPSinkToCounter,pick the {obj_lang} from the sink and place it on the {cont_lang} located on the counter,yes,Class encapsulating the atomic sink to counter pick and place task,lightwheel_robocasa_tasks/single_stage/kitchen_pnp.py
RoboCasa,single_stage,Robocasa-Task-PnPStoveToCounter,PnPStoveToCounter,PnPStoveToCounter,Pick the {obj_lang} from the {obj_cont_lang} and place it {preposition} the {cont_lang}.,yes,Class encapsulating the atomic stove to counter pick and place task,lightwheel_robocasa_tasks/single_stage/kitchen_pnp.py
RoboCasa,single_stage,Robocasa-Task-PnPToasterOvenToCounter,PnPToasterOvenToCounter,PnPToasterOvenToCounter,Pick the {obj_lang} from the {rack_pos} {receptacle_type} and place it on the plate on the counter.,yes,Class encapsulating the toaster oven to counter pick and place atomic task,lightwheel_robocasa_tasks/single_stage/kitchen_pnp.py
RoboCasa,single_stage,Robocasa-Task-PnPToasterToCounter,PnPToasterToCounter,PnPToasterToCounter,Place the toasted item on a plate.,no,Class encapsulating the toaster to counter pick and place atomic task,lightwheel_robocasa_tasks/single_stage/kitchen_pnp.py
RoboCasa,single_stage,Robocasa-Task-PreheatOven,PreheatOven,PreheatOven,Preheat the oven by turning the temperature knob.,no,,lightwheel_robocasa_tasks/single_stage/kitchen_oven.py
RoboCasa,single_stage,Robocasa-Task-SlideDishwasherRack,SlideDishwasherRack,SlideDishwasherRack,Fully slide the top dishwasher rack {direction}.,yes,Class encapsulating sliding dishwasher rack in or out atomic task.,lightwheel_robocasa_tasks/single_stage/kitchen_drawer.py
RoboCasa,single_stage,Robocasa-Task-SlideOvenRack,SlideOvenRack,SlideOvenRack,Fully slide the {rack_pos} oven rack {direction}.,yes,,lightwheel_robocasa_tasks/single_stage/kitchen_oven.py
RoboCasa,single_stage,Robocasa-Task-SlideToasterOvenRack,SlideToasterOvenRack,SlideToasterOvenRack,Fully slide the toaster oven {rack_pos} {self.chosen_toaster_receptacle} {direction}.,yes,,lightwheel_robocasa_tasks/single_stage/kitchen_toaster_oven.py
RoboCasa,single_stage,Robocasa-Task-StartCoffeeMachine,StartCoffeeMachine,StartCoffeeMachine,Press the button on the coffee machine to serve coffee.,no,,lightwheel_robocasa_tasks/single_stage/kitchen_coffee.py
RoboCasa,single_stage,Robocasa-Task-TurnOffMicrowave,TurnOffMicrowave,TurnOffMicrowave,press the start button on the microwave,no,,lightwheel_robocasa_tasks/single_stage/kitchen_microwave.py
RoboCasa,single_stage,Robocasa-Task-TurnOffSinkFaucet,TurnOffSinkFaucet,TurnOffSinkFaucet,"{self.behavior.replace('_', ' ').capitalize()} the sink faucet.",yes,,lightwheel_robocasa_tasks/single_stage/kitchen_sink.py
RoboCasa,single_stage,Robocasa-Task-TurnOffStove,TurnOffStove,TurnOffStove,"{self.behavior.replace('_', ' ').capitalize()} the {self.knob.replace('_', ' ')} burner of the stove.",yes,,lightwheel_robocasa_tasks/single_stage/kitchen_stove.py
RoboCasa,single_stage,Robocasa-Task-TurnOnElectricKettle,TurnOnElectricKettle,TurnOnElectricKettle,Press down the lever to turn on the electric kettle.,no,,lightwheel_robocasa_tasks/single_stage/kitchen_electric_kettle.py
RoboCasa,single_stage,Robocasa-Task-TurnOnMicrowave,TurnOnMicrowave,TurnOnMicrowave,press the start button on the microwave,no,,lightwheel_robocasa_tasks/single_stage/kitchen_microwave.py
RoboCasa,single_stage,Robocasa-Task-TurnOnSinkFaucet,TurnOnSinkFaucet,TurnOnSinkFaucet,"{self.behavior.replace('_', ' ').capitalize()} the sink faucet.",yes,,lightwheel_robocasa_tasks/single_stage/kitchen_sink.py
RoboCasa,single_stage,Robocasa-Task-TurnOnStove,TurnOnStove,TurnOnStove,"{self.behavior.replace('_', ' ').capitalize()} the {self.knob.replace('_', ' ')} burner of the stove.",yes,,lightwheel_robocasa_tasks/single_stage/kitchen_stove.py
RoboCasa,single_stage,Robocasa-Task-TurnOnToaster,TurnOnToaster,TurnOnToaster,Push down the lever of the toaster to turn it on.,no,,lightwheel_robocasa_tasks/single_stage/kitchen_toaster.py
RoboCasa,single_stage,Robocasa-Task-TurnOnToasterOven,TurnOnToasterOven,TurnOnToasterOven,Turn on the toaster oven by setting the timer.,no,,lightwheel_robocasa_tasks/single_stage/kitchen_toaster_oven.py
RoboCasa,single_stage,Robocasa-Task-TurnSinkSpout,TurnSinkSpout,TurnSinkSpout,Turn the sink spout to the {self.behavior}.,yes,,lightwheel_robocasa_tasks/single_stage/kitchen_sink.py
